"File","#","Names","Japanese","English"
"Dn/20/13/730.dat","129","Vritra","ほほほ… 嬉しきことよなぁ アスラ
わしのような年寄りの 思い出話から
この偉業を 成し遂げようとは","Hohoho... I am pleased to hear you say that,
Asura. Few would go to such great lengths to
cater the ramblings of an old fool like me."
"Dn/20/13/730.dat","141","Asura","いいえ 母上
我が使命は 未だ成らず
母上が かつて生きた あの世界は…","But I would, mother. The world that you once lived
in, the world you described to me in my bedtime
stories, means everything to me."
"Dn/20/13/730.dat","151","Asura","おお オリフィエル殿
此度の戦 貴殿の采配
見事という他 言葉が見つかりませぬぞ","Oh! Master Orifiel, I cannot find words of
praise to describe the way you have
commanded the battlefield."
"Dn/20/13/730.dat","155","Orifiel","アスラ殿…","Master Asura..."
"Dn/20/13/730.dat","160","Asura","いかがなされた？
我がセンサスの 戦勝を祝うにしては
お顔の色が優れぬ様子","What is the matter?
Master Orifiel, thy sullen mood is unbefitting
such an auspicious occasion."
"Dn/20/13/730.dat","166","Orifiel","一刻も早く
ヒンメルの救出を 願いたい
あの子は 私を待っている","I wish for you to grant me a minute to
rescue Himmel.
That child is waiting for me."
"Dn/20/13/730.dat","170","Orifiel","あの子を 救い出すことができなければ
私がラティオを裏切り
センサスに くみした意味がない","Should I be unable to save that child,
my betrayal would have been all for naught."
"Dn/20/13/730.dat","175","Asura","おお！ 約束しよう オリフィエル殿！
もはや ラティオの元老院など
我らの前には まさしく無力！","Then I shall promise you that, Master Orifiel!
Ratio’s Senate is already powerless before us!"
"Dn/20/13/730.dat","179","Asura","貴殿の愛弟子 ヒンメル殿
我がセンサスの 全軍をもって
お救いいたしましょうぞ！","I shall bring the whole of Sensus’
army to save your beloved pupil!
"
"Dn/20/13/730.dat","185","Orifiel","ありがたき お言葉…","I am grateful."
"Dn/20/13/730.dat","190","Asura","センサスの全軍に伝えよ！
今だ残る ラティオの元老院どもから
ヒンメル殿を お救いせよ！","Hear me, Sensus!
We shall save Master Himmel from
the remaining forces of Ratio!"
"Dn/20/13/730.dat","195","Orifiel","アスラ殿
心より 感謝いたします","Once again, Master Asura...
From the bottom of my heart, I am grateful."
"Dn/20/13/730.dat","204","Asura","オリフィエル殿 感謝など無用
我の望む 完全なる世界を創造するために
ラティオの元老院は 抹殺せねばならんのだ","There is no need to thank me.
In order to mould the perfect world,
the destruction of Ratio’s senate is necessary."
"Dn/20/13/730.dat","208","Asura","そして 我は天上界を 完全に統一し
手に入れねばならん
ケルベロスの承認を得て…","And, so that Cielo to be fully unified,
I will gain Cerberus’s approval and obtain the
true prize..."
"Dn/20/13/730.dat","234","Asura","創世力をな…","The Genesis!"
"Dn/20/13/740.dat","27","Inanna","アスラ 創世力を封印して！
あれは 危険だわ
お願い…","Asura, please I beg you, seal the Genesis.
It’s dangerous!"
"Dn/20/13/740.dat","31","Asura","どうした イナンナ
顔色が 優れぬな","What’s the matter, Inanna? Your face is pale."
"Dn/20/13/740.dat","36","Inanna","お願い アスラ
でないと 私… 私ッ！！","Asura, please... If you don’t... I..."
"Dn/20/13/740.dat","47","Inanna","…{variable}私は 今のままで幸せ
今まで通り あなたといたいのよ
いつまでも いつまでも だから…","I’m happy as I am right now, together with you.
I want it to remain the same way, always...
always... So please..."
"Dn/20/13/740.dat","53","Inanna","一緒に あの力を封印しましょう
センサスの者にも ラティオの者にも
誰の手にも 渡らぬように…","Let us seal away that power. So that neither
Sensus nor Ratio shall have it..."
"Dn/20/13/750.dat","30","Inanna","私は どうすればいいの…","What am I to do...?"
"Dn/20/13/750.dat","38","Inanna","私は ラティオを裏切り
アスラとともに 生きると決めた
そして この戦も間もなく 終わる…","I’ve decided to betray Ratio in order to be 
with Asura and, eventually, this war will end..."
"Dn/20/13/750.dat","45","Inanna","でも それは「その時」を意味する
創世力を ケルベロスの手から賜り
その力が解放される その「時」…","But soon that “time” will come. Once Cerberus
bestows the Genesis and its power is released..."
"Dn/20/13/750.dat","49","Inanna","地上に 堕ちた者たちが
天上界に帰ってくる…
アスラの望む通りに","The time when those who were exiled into Terro
will return... As Asura wishes."
"Dn/20/13/750.dat","54","Inanna","でも… 私は… 私は…ッ！
アスラのそばにいたい！ あの人のそばに！
でも このままでは…","But I... I want to remain by his side!
Besides him! But at this rate..."
"Dn/20/13/750.dat","69","Asura","勝ち戦というものは
まったく つまらん…
だが将たるもの 常に勝たねばならん","Constantly winning battles has become a chore...
But, as a commander, I must always win."
"Dn/20/13/750.dat","73","Asura","かつて ただの一兵卒として
戦っていた頃が 懐かしい","I yearn for the days when I used to fight as a
mere soldier."
"Dn/20/13/750.dat","78","Asura","…{variable}どうした イナンナ
顔色が優れぬな？","You look pale, Inanna. Is something the matter?"
"Dn/20/13/750.dat","82","Inanna","い… いえ！ なんでも ございませぬ
アスラさまの ご戦勝
心より お祝い申し上げます","N-nothing worth worrying about, my Lord. I
just meant to congratulate you on your victory."
"Dn/20/13/750.dat","87","Asura","ハハハ！
そなたの 微笑みこそ
我が 戦勝の証！","Gahahahaha!
Your smile, itself,
is proof of my victory!"
"Dn/20/13/750.dat","92","Asura","その微笑みのためなら
ラティオ兵ごときの首
幾百でも 揃えてみせようぞ","For that smile, I shall collect hundreds
of heads from the Ratio scum!"
"Dn/20/13/750.dat","97","Inanna","私は… あなたとともにあれば
それで 幸せでございます
私の願いは あなたの願い…","I am happy, as long as I am with you.
What you wish, is what I wish for as well..."
"Dn/20/13/750.dat","103","Inanna","アスラさま…
いついかなる「時」も
私は あなたのおそばに…","Lord Asura, when that time comes
I wish to be beside you..."
"Dn/20/13/760.dat","27","Inanna","ラティオ軍は おそらく
消耗戦略を 仕掛けてくるはず
ただ 今はそれよりも…","Ratio is bound to start a war of attrition 
any time soon, but for now--"
"Dn/20/13/760.dat","33","Inanna","あ… ごめんなさい
あなたの戦に 口を出すなんて
身のほど知らずも いいところね","Forgive me... It is out of my place, 
for me to comment on the war you wage."
"Dn/20/13/760.dat","39","Asura","いや 気にするな
頭のいい女は 好きだ
そんなことより…","Do not worry about it.
I prefer women who are intelligent.
That said..."
"Dn/20/13/760.dat","52","Inanna","あ…","Oh..."
"Dn/20/13/760.dat","56","Asura","イナンナ… 豊穣の女神よ
おまえの美しさには
天空の星々も かなうまい","Inanna, oh goddess of fertility. The stars in
the sky cannot outshine your beauty."
"Dn/20/13/760.dat","60","Asura","俺は おまえの心変わりが恐ろしい
ラティオに 帰りたいとは
思わぬのか？","I fear the time when you no longer have 
eyes for me. Have you ever thought of 
returning to Ratio?"
"Dn/20/13/760.dat","65","Inanna","私は あなたといたい
ずっと ずっと","I want to remain by your side. Always..."
"Dn/20/13/760.dat","69","Inanna","ラティオを離れた 今
私は豊穣の女神じゃないわ
私は ただの女 あなただけの…","Since I’m already apart from Ratio, 
I am no longer a goddess of fertility.
I am a woman... your woman."
"Dn/20/13/760.dat","74","Asura","その言葉
男冥利に 尽きるな","Hearing those words makes me
glad I was born as I am."
"Dn/20/13/760.dat","79","Inanna","戦も ラティオも 地上の人間も
すべてを忘れて…
あなたのことだけを 想っていたい","I chose to forsake everything... 
The war, Ratio, and even Terrans.
You’re the only one in my mind."
"Dn/20/13/760.dat","97","Inanna","でないと私 壊れてしまいそう
ねえ 怖いの アスラ
だから 強く抱いて…","If I don’t... I feel like I’ll break.  
Asura, I’m scared. That’s why 
I want to become stronger..."
"Dn/20/13/770.dat","35","Asura","さあ イナンナ
信頼と献身を
地上と天上界を 今ひとつに…","Now, Inanna, let us present the proof of our 
devotion and trust and unite Cielo and Terro
once again."
"Dn/20/13/770.dat","40","Inanna","…………{variable}ごめんなさい アスラ
私 それだけは！","Lord Asura, I’m sorry.
Anything but that!"
"Dn/20/13/770.dat","67","Asura","バカな…
イナンナ なぜだ…？","Y-You fool...
Inanna... why...?"
"Dn/20/13/770.dat","72","Inanna","アスラ 許して…","Asura, forgive me..."
"Dn/20/13/770.dat","83","Asura","初めから こうするつもりで…
暗殺が目的で
俺に… 近付いたのか？","From the very beginning, you were 
planning on assassinating me..."
"Dn/20/13/770.dat","94","Inanna","センサスの将 アスラの心を奪い
暗殺する…","“Capture the heart of Sensus’
general and kill him...”"
"Dn/20/13/770.dat","98","Inanna","これが ラティオの元老院から
私に下された使命","It was the mission that the Senate gave me."
"Dn/20/13/780.dat","46","Inanna","でも 私は…
あなたを 愛してしまった
ラティオを 裏切りかねないほどに","B-But I... I grew to love you...
To the extent that I-I could have betrayed Ratio..."
"Dn/20/13/780.dat","50","Inanna","でも 地上人を天上界へ帰すのは
許せなかった
どうしても…","But I cannot bring myself to forgive Terro...
I don’t want them here..."
"Dn/20/13/780.dat","59","Asura","俺を…
信じられなかったのか…？","You didn’t believe in me...?"
"Dn/20/13/780.dat","65","Inanna","地上人は 決して
天上人とは 相容れない","Terro and Cielo simply cannot coexist."
"Dn/20/13/780.dat","70","Inanna","天と地が ひとつになれば
ただ 混乱が生まれるだけ
さらなる 戦しか生まない…","Chaos will only prevail were 
Cielo and Terro to become one.
The war would never end..."
"Dn/20/13/780.dat","75","Asura","デュランダル おまえもか…","Durandal... you too...?"
"Dn/20/13/780.dat","79","Durandal","我は ただの武具
人の道具に 過ぎぬ…
このような結果になって 残念だ","I am nothing but a mere tool.
A tool to be used by someone... 
It is a shame that it concluded in this way."
"Dn/20/13/780.dat","86","Asura","ク… 結局 失うのであれば…
すべてを手に入れても 失うのであれば
元より なにも持たないほうが良かった…","If I am to obtain everything, just to lose it right
after, I’d rather have nothing from the start..."
"Dn/20/13/780.dat","90","Asura","俺の望んだ世界… 世界は…ッ
うあああああああああああああッ！！","The world I dreamt of...
the world is... Aaaaaaaah!!"
"Dn/20/13/790.dat","23","Asura","センサスの勝利は 見えたな…
ラティオの残党軍も
いずれ完全に 駆逐する","Sensus’ victory draws near... What remains of
Ratio will eventually be destroyed."
"Dn/20/13/790.dat","27","Durandal","そうだな
じきに この戦いも終わり
我も役目を終える","Indeed, the moment this battle ends is the 
very moment my purpose ceases to exist..."
