"File","Field","Index","Speakers","Japanese","Speakers (E)","English","LineBreak"
"0339.dat","line","14","0 [サクヤ]","けど…アスラさまのことを想うなら
この気持ちは奥底へしまった方が…","0 [Sakuya]","But... if he remembers me, these feelings that 
I buried deep into the depths of my heart will...","TRUE"
"0339.dat","line","17","0 [サクヤ]","……でも……","0 [Sakuya]","But...","TRUE"
"0339.dat","line_speaker","20","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","20","","クソ！　ラティオの残党共め
悪あがきしやがって…！","","Damn! Those Ratio bastards 
don’t know when to give up...!","TRUE"
"0339.dat","line_speaker","25","","センサス兵Ｂ","","Sensus Soldier B","FALSE"
"0339.dat","line","25","","しゃべるな　早く手当てしないと…","","Shush! We need to hurry and get you treated or else...","TRUE"
"0339.dat","line_speaker","28","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","28","","俺はまだ　戦える！
何で　連れ戻したんだ！","","I can still fight! Why are you taking me back!?","TRUE"
"0339.dat","line","32","0 [サクヤ]","怪我をしているのですか？","0 [Sakuya]","Pardon me, but are you wounded?","TRUE"
"0339.dat","line_speaker","35","","センサス兵Ｂ","","Sensus Soldier B","FALSE"
"0339.dat","line","35","","サクヤさま","","Lady Sakuya.","TRUE"
"0339.dat","line","38","0 [サクヤ]","手当てをします{fixed} 
{variable}動かないでください","0 [Sakuya]","Please don’t move. I’ll be treating your wounds.","TRUE"
"0339.dat","line_speaker","43","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","43","","し　しかしサクヤさま…
これくらいの傷ならば　今すぐにでも……","","Please, Lady Sakuya, this small wound is nothing...","TRUE"
"0339.dat","line","46","0 [サクヤ]","…傷を見せてください","0 [Sakuya]","Please show it to me.","TRUE"
"0339.dat","line_speaker","49","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","49","","は　はい…","","Yes ma’am.","TRUE"
"0339.dat","line","59","0 [サクヤ]","これでいいでしょう","0 [Sakuya]","This should be fine now.","TRUE"
"0339.dat","line_speaker","62","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","62","","…ありがとうございます","","Thank you, my lady.","TRUE"
"0339.dat","line","66","0 [サクヤ]","…納得できませんか？","0 [Sakuya]","Do you understand now?","TRUE"
"0339.dat","line_speaker","69","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","69","","い　いえ…
そのようなことは…","","N-No... About that...","TRUE"
"0339.dat","line","72","0 [サクヤ]","些細な傷であろうと
それがのちに　どのような形で
影響するかわかりません","0 [Sakuya]","It might be a small wound, but I don’t know 
how much it will affect you later on.","TRUE"
"0339.dat","line","75","0 [サクヤ]","治せるときに治しておくべきです
センサスのためを思うのなら　尚更","0 [Sakuya]","It should fix itself up if you give it time to heal. 
Especially if you let it heal for Sensus’ sake.","TRUE"
"0339.dat","line_speaker","78","","センサス兵Ａ","","Sensus Soldier A","FALSE"
"0339.dat","line","78","","は　はい…
申し訳ありませんでした…","","Yes ma’am... My apologies...","TRUE"
"0339.dat","line_speaker","81","","センサス兵Ｂ","","Sensus Soldier B","FALSE"
"0339.dat","line","81","","あ　アスラさまのお帰りだ！","","L-Lord Asura! Welcome back!","TRUE"
"0339.dat","line","88","0 [サクヤ]","アスラさま！","0 [Sakuya]","Lord Asura!","TRUE"
"0339.dat","line","95","1 [アスラ]","おお　イナンナよ！
待っていてくれたのか？","1 [Asura]","Inanna, my dear! Have you been waiting for me?","TRUE"
"0339.dat","line","107","2 [イナンナ]","アスラさま　無事のご帰還で
なによりでございます","2 [Inanna]","Lord Asura! I am glad that you’ve returned safely.","TRUE"
"0339.dat","line","111","1 [アスラ]","今回は思いのほか手間取ってしまった
しかし　これでラティオの残党も
あらかた片付いただろう","1 [Asura]","I was quite late this time, but the remnants of Ratio’s 
forces should be eliminated now.","TRUE"
"0339.dat","line","114","2 [イナンナ]","お疲れさまです
詳しい話はいつもの場所で
お聞かせくださいませ","2 [Inanna]","Good work. Please divulge me the details of your 
campaign later. At our usual spot.","TRUE"
"0339.dat","line","117","1 [アスラ]","ああ　いいだろう","1 [Asura]","Yes, let’s.","TRUE"
"0339.dat","line","131","0 [サクヤ]","アスラさまの目には
もう　あの女しか映っていない…","0 [Sakuya]","Lord Asura only has eyes for that woman...","TRUE"
"0339.dat","line","134","0 [サクヤ]","もう　あの女しか……","0 [Sakuya]","Only her...","TRUE"
"0339.dat","line","138","0 [サクヤ]","私…私はっ……
アスラさま……！","0 [Sakuya]"," I-I... Lord Asura...!","TRUE"
"0340.dat","title","874","","なし","","None","FALSE"
"0340.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0340.dat","speaker","1","","コーダ","","Coda","FALSE"
"0340.dat","speaker","2","","エルマーナ","","Hermana","FALSE"
"0340.dat","speaker","3","","コンウェイ","","Kongwei","FALSE"
"0340.dat","line_speaker","0","","おばさん","","Grandma","FALSE"
"0340.dat","line","0","","ん…？
あんた　どこかで見た顔だね…","","Hmm... I wonder where I’ve seen you before...","TRUE"
"0340.dat","line_speaker","3","","おばさん","","Grandma","FALSE"
"0340.dat","line","3","","……あぁ！
かなり前にチトセちゃんと一緒にいた子！","","Oh, that’s right! I saw you walking with Chitose before!","TRUE"
"0340.dat","line_speaker","6","","おばさん","","Grandma","FALSE"
"0340.dat","line","6","","あれからチトセちゃんは　どうだい？
最近　あの子　全然来なくなっちゃったんだけど
そんなに忙しいの…？","","How is she?
That girl hasn’t been visiting recently,
I’m a bit worried.","TRUE"
"0340.dat","line","10","0 [ルカ]","えっと…
ごめんなさい　わからないです…","0 [Ruca]","Uhmm... I don’t know. I’m sorry...","TRUE"
"0340.dat","line_speaker","13","","おばさん","","Grandma","FALSE"
"0340.dat","line","13","","そう…　もし　チトセちゃんに会ったら
これを作ってあげてくれる？","","I see...
Well, if you ever meet her again, can you make
her this?","TRUE"
"0340.dat","line_speaker","16","","おばさん","","Grandma","FALSE"
"0340.dat","line","16","","あたし特製のサバみそパスタ
あの子　これが好きでね
よく食べに来ていたんだよ","","It’s my special Miso Mackarel Pasta recipe.
Chitose loved this, you see.
She always came by to eat it.","TRUE"
"0340.dat","line","21","1 [コーダ]","おー　これは幻のレシピなんだな！","1 [Coda]","Oh! It’s a Fabled Recipe!","TRUE"
"0340.dat","line_speaker","25","","おばさん","","Grandma","FALSE"
"0340.dat","line","25","","幻のレシピ？
あたしのレシピが？","","A Fabled Recipe? 
Do you perhaps mean my recipe?","TRUE"
"0340.dat","line_speaker","28","","おばさん","","Grandma","FALSE"
"0340.dat","line","28","","そういえば　この料理って
なにかいわれがあったねぇ
えーっと…　なんだったかしら…","","Now that you mention it, this recipe has some history 
behind it, but I don’t really remember...","TRUE"
"0340.dat","line","32","1 [コーダ]","異国の饗宴
彼の王が食し　愛した庶民の味
だが　すでに失われて遠く久しい","1 [Coda]","It’s a loong time ago, but there was a time when a king 
fell in love with a foreign country’s local food.","TRUE"
"0340.dat","line_speaker","35","","おばさん","","Grandma","FALSE"
"0340.dat","line","35","","ああー　思い出した　思い出した
昔　この国で不作が続いたときに
パスタを持った旅人が来たんだよ","","Oh I remember! A long time ago, this country fell into 
a series of poor harvests. That was when travellers 
came here carrying pasta.","TRUE"
"0340.dat","line_speaker","38","","おばさん","","Grandma","FALSE"
"0340.dat","line","38","","ライスも野菜もなくて　魚しか出せなくてねぇ
ちょうど　そのとき出したのが
サバみそだったんだよ","","With no rice nor vegetables, the people had to make do 
with fish. At that time, the only thing they could serve 
was Miso Mackarel.","TRUE"
"0340.dat","line_speaker","41","","おばさん","","Grandma","FALSE"
"0340.dat","line","41","","それで　量が足りなかったのか
旅人はパスタの上に　サバみそをのせて食べてね
それが非常に美味しかったそうだよ","","Unsatisfied with the amount of food served to them, 
they started eating it with the pasta! And it was 
really tasty!","TRUE"
"0340.dat","line","45","2 [エルマーナ]","パスタもサバみそも　どっちもええ味しとるから
おいしいんは当然やな","2 [Hermana]","Ah bet it was, that’s cause Miso Mackarel an’ 
pasta both taste good on their own!","TRUE"
"0340.dat","line_speaker","48","","おばさん","","Grandma","FALSE"
"0340.dat","line","48","","実は　この話には続きがあってね
その旅人は　とある国の王様だったそうなのよ","","And there’s more! That traveller turned out to be a 
king from another country!","TRUE"
"0340.dat","line_speaker","51","","おばさん","","Grandma","FALSE"
"0340.dat","line","51","","どうやら　お忍びで来てたみたいで
城に帰ってからも　サバみそパスタを
食べていたそうなんだよ","","Apparently, he anonymously visited this country and 
when he returned back to his castle, he had asked his 
people to serve him Miso Mackarel Pasta.","TRUE"
"0340.dat","line","54","3 [コンウェイ]","そこから　噂が噂を呼び
やがて幻と化したんだろうね","3 [Kongwei]","As time passed, those rumors slowly grew to 
become a Fable.","TRUE"
"0340.dat","line_speaker","57","","おばさん","","Grandma","FALSE"
"0340.dat","line","57","","幻ってほど　幻でもないんだけどねぇ
この辺の家じゃ　当たり前に食べられてるし","","But, technically, it’s not really fabled.
It’s a common dish around this area.","TRUE"
"0340.dat","line","62","1 [コーダ]","ぬふぬふ～
早く　サバみそパスタを作るんだな","1 [Coda]","Ohoho～! Coda can’t wait to try Miso Mackarel Pasta～","TRUE"
"0340.dat","line_speaker","65","","おばさん","","Grandma","FALSE"
"0340.dat","line","65","","もう行くの？
それじゃあ　チトセちゃんに会ったら
よろしく伝えといておくれよ　じゃあね","","Are you leaving?
Then, I’ll be counting on you to make her some if you
get the chance.","TRUE"
"0341.dat","title","971","","なし","","None","FALSE"
"0341.dat","speaker","0","","キュキュ","","QQ","FALSE"
"0341.dat","speaker","1","","コンウェイ","","Kongwei","FALSE"
"0341.dat","speaker","2","","ルカ","","Ruca","FALSE"
"0341.dat","speaker","3","","エルマーナ","","Hermana","FALSE"
"0341.dat","speaker","4","","スパーダ","","Spada","FALSE"
"0341.dat","speaker","5","","アンジュ","","Ange","FALSE"
"0341.dat","speaker","6","","リカルド","","Ricardo","FALSE"
"0341.dat","speaker","7","","イリア","","Illia","FALSE"
"0341.dat","line","0","0 [キュキュ]","今の…なぜ　ここに……","0 [QQ]","Thing earlier why here...?","TRUE"
"0341.dat","line","4","1 [コンウェイ]","たぶん　キミが強引に世界をつないだ影響が
こんなところにも出ているんだろうね","1 [Kongwei]","They are likely here as a concequence of you
forcefully connecting both worlds. ","TRUE"
"0341.dat","line","9","0 [キュキュ]","あう…　キュキュのせいか…","0 [QQ]","Understood. If left alone big trouble.","TRUE"
"0341.dat","line","14","1 [コンウェイ]","落ち込んでるヒマがあるなら
自分の不始末をどうするか　考えるのが先だよ","1 [Kongwei]","If you have the time to feel depressed, I recommend 
you first contemplate on how to fix this.","TRUE"
"0341.dat","line","18","0 [キュキュ]","わかてる
このままだと　大変なことなる","0 [QQ]","Understood. If left alone big trouble.","TRUE"
